id,reporter,report-time,last-modified,status,priority,severity,product,component,summary/subject/title,class,expected result,observed/actual result,reproducible,steps to reproduce,manual,llama,qwen,qwen-coder,link
1728986,Milan Crha,2019-07-11T07:12:41Z,2019-10-15T22:39:41Z,CLOSED ERRATA,unspecified,unspecified,Fedora,coreutils,Avoid flashing text for broken links,,,"When a link references non-existent file or directory, the `ls -l` shows the link target with red background and white flashing text in it. The flashing text has some issues:
a) it's quite distracting and even if I fix the link the terminal still shows it
   flashing few lines above - I do not want to clear the terminal content,
   because I need to see other text in there
b) when the target link is long and you cannot copy it with mouse you need to
   re-type it, thus read it. The flashing makes this quite depressing, when the
   text is there, is not there, is there, is not there, is there,....
c) I've been told, long time ago, that changing icons which try to warn about
   something should not do that ad infinity, it's enough to flash like 10 times
   and then stop flashing - that time it was for power consumption reasons; this
   flashing text may (or may not) be a similar case
d) it's enough to have the white text on a red background to have it highlighted
   as an error, there's really no need for the awful flashing.",Always,,,"ln -s non_existent_file existing_link
ls -l existing_link",,,https://bugzilla.redhat.com/show_bug.cgi?id=1728986
1444774,Pádraig Brady,2017-04-24T09:22:42Z,2019-07-22T13:07:40Z,CLOSED ERRATA,unspecified,urgent,Fedora,coreutils,heap overflow security issue in date(1) and touch(1),,,"heap overflow mitigation

coreutils >= 8.25 (Fedora 24) has a nasty arbitrary heap write issue that I presume can be exploited to run arbitrary code as the user running date,
just by setting a large TZ variable in the command line or in the environment.",,,,"```bash
TZ=$(printf 'A%.0s' {1..10000}) date
```","export TZ=$(python -c 'print ""A"" * 10000')
date +%T",,https://bugzilla.redhat.com/show_bug.cgi?id=1444774
1713901,Albert Flügel,2019-05-25T15:03:59Z,2019-05-25T22:06:15Z,CLOSED NOTABUG,unspecified,unspecified,Fedora,coreutils,env LANG=en_US date has significantly changed output format,normal,Sat May 25 16:56:54 CEST 2019,Sat 25 May 2019 04:56:58 PM CEST,Always,"# env LANG=en_EN date
# env LANG=en_US date","env LANG=en_EN date
env LANG=en_US date","env LANG=en_EN date
env LANG=en_US date","env LANG=en_EN date
env LANG=en_US date","env LANG=en_EN date
env LANG=en_US date",https://bugzilla.redhat.com/show_bug.cgi?id=1713901
1688740,Jonathan Wakely,2019-03-14T10:54:46Z,2019-05-22T11:31:05Z,CLOSED ERRATA,unspecified,unspecified,Fedora,coreutils,sha512sum(1) man page is badly formatted,,,,,,,,,,https://bugzilla.redhat.com/show_bug.cgi?id=1688740
1705229,rvcsaba,2019-05-01T19:05:39Z,2019-05-14T13:05:24Z,CLOSED NOTABUG,unspecified,unspecified,Fedora,coreutils,sort -V - incorrect result,,"samba-4.10.2-1.fc30.x86_64
samba-4.10.2-1.1.fc30.x86_64
samba-common-4.10.2-1.fc30.noarch
samba-common-4.10.2-1.1.fc30.noarch","samba-4.10.2-1.1.fc30.x86_64
samba-4.10.2-1.fc30.x86_64
samba-common-4.10.2-1.fc30.noarch
samba-common-4.10.2-1.1.fc30.noarch",Always,sort -V sort_test.txt,sort -V sort_test.txt,"```bash
cat > sort_test.txt <<EOF
samba-common-4.10.2-1.fc30.noarch
samba-4.10.2-1.fc30.x86_64
samba-common-4.10.2-1.1.fc30.noarch
samba-4.10.2-1.1.fc30.x86_64
EOF

sort -V sort_test.txt
```","echo -e ""samba-common-4.10.2-1.fc30.noarch\nsamba-4.10.2-1.fc30.x86_64\nsamba-common-4.10.2-1.1.fc30.noarch\nsamba-4.10.2-1.1.fc30.x86_64"" > sort_test.txt
sort -V sort_test.txt","cat > sort_test.txt <<EOF
samba-common-4.10.2-1.fc30.noarch
samba-4.10.2-1.fc30.x86_64
samba-common-4.10.2-1.1.fc30.noarch
samba-4.10.2-1.1.fc30.x86_64
EOF

sort -V sort_test.txt",https://bugzilla.redhat.com/show_bug.cgi?id=1705229
1674156,customercare,2019-02-09T12:44:35Z,2019-02-09T14:22:40Z,CLOSED NOTABUG,unspecified,urgent,Fedora,coreutils,du missed out files and fails to count the size of a directory correctly,,,,Always,,,"To reproduce this bug, you'll need to run a combination of commands that will allow you to:

1.  **Observe the issue with `du`**: The first step is to confirm that `du` (or any other command that's supposed to count or process files in a directory) indeed stops counting at a certain file.
2.  **Verify file existence and permissions**: Use `ls -la` to verify that all files, including the last one correctly handled by `du`, exist and have proper permissions.
3.  **Run `stat` on affected files**: Since `stat` did not see any irregularity, you should run it on several files around the point where `du` stops counting to ensure there are no unusual file attributes or issues.

Here's how you can set up these test cases:

### Test Case 1: Observe the issue with `du`

```bash
# Run du on the directory in question
du -a /mailacct/imapbox/Maildir//.Archives.2018/cur/
```

This should demonstrate that `du` stops counting files at a certain point.

### Test Case 2: Verify file existence and permissions

```bash
# List all files with detailed information
ls -la /mailacct/imapbox/Maildir//.Archives.2018/cur/

# Specifically look for the last correctly handled file and its neighbors
ls -la /mailacct/imapbox/Maildir//.Archives.2018/cur/* | grep -B2 ""1549609568.M246447P12677.xxx.my-system.de,S=658661,W=667579:2,Sa""
```

This will show you the files around the point where `du` stops, helping to identify if there's something unique about them.

### Test Case 3: Run `stat` on affected files

```bash
# Run stat on several files around the stopping point
stat /mailacct/imapbox/Maildir//.Archives.2018/cur/1549609568.M246447P12677.xxx.my-system.de,S=658661,W=667579:2,Sa
stat /mailacct/imapbox/Maildir//.Archives.2018/cur/* | grep -B2 ""1549609568.M246447P12677.xxx.my-system.de,S=658661,W=667579:2,Sa""
```

However, the `stat` command with `grep` as shown won't directly work because `stat` doesn't accept multiple files in this context when combined with `grep`. Instead, you can manually run `stat` on several files around the problematic area:

```bash
# Example for running stat on specific files
stat /mailacct/imapbox/Maildir//.Archives.2018/cur/1549609568.M246447P12677.xxx.my-system.de,S=658661,W=667579:2,Sa
stat /mailacct/imapbox/Maildir//.Archives.2018/cur/1549609568.M246448P12677.xxx.my-system.de,S=... # Adjust the filename as needed
```

### Additional Tests

-   **Filesystem check**: While you've mentioned that `fs` checks are planned, it's crucial to rule out filesystem issues even if other commands like `ls` work correctly.
-   **Permissions and ownership**: Ensure that permissions and ownership of files around the stopping point are consistent with those before it.
-   **File names and formats**: Check for any unusual file naming conventions or characters that might cause issues with how `du` processes file names.

By systematically running these commands and analyzing their outputs, you should be able to isolate the cause of why `du` stops counting files at a certain point.","Based on the provided information, the issue seems to be related to how certain tools (specifically `du` in this case) are handling a directory structure, while others (`ls`) are not exhibiting any issues. The key points suggest:

1. The tool `du` is unable to count files correctly.
2. The `stat` command does not report irregularities on the files.
3. All affected files appear to have valid entries when listed with `ls`.

To help reproduce and diagnose this issue, you would need to perform several tests. Here are some commands and test cases that can be used:

### 1. List Files
Ensure all files are properly listed:
```sh
ls -la /mailacct/imapbox/Maildir/.Archives.2018/cur/
```

### 2. Stat Each File
Check the metadata of each file to ensure no hidden irregularities:
```sh
for f in /mailacct/imapbox/Maildir/.Archives.2018/cur/*; do stat ""$f""; done
```

### 3. Use `du` on Different Levels
Compare how `du` behaves at different directory levels:
```sh
# Check the entire directory
du -ah /mailacct/imapbox/Maildir/.Archives.2018

# Check specific subdirectory
du -ah /mailacct/imapbox/Maildir/.Archives.2018/cur/
```

### 4. Use `find` to Verify File Existence and Counting
Use the `find` command to ensure all files are being recognized:
```sh
# List all files in the directory
find /mailacct/imapbox/Maildir/.Archives.2018/cur/

# Count the number of files directly in this directory (excluding subdirectories)
find /mailacct/imapbox/Maildir/.Archives.2018/cur/ -maxdepth 1 -type f | wc -l
```

### 5. Compare File Sizes and Counts
Compare file sizes and counts using different tools:
```sh
# Get total size of all files in the directory
du -c /mailacct/imapbox/Maildir/.Archives.2018/cur/* | grep ""total$""

# List individual file sizes (for verification)
ls -l --block-size=K /mailacct/imapbox/Maildir/.Archives.2018/cur/
```

### 6. Check for Symbolic Links and Hardlinks
Ensure there are no symbolic links or hardlinks causing issues:
```sh
# List symbolic links in the directory (if any)
find /mailacct/imapbox/Maildir/.Archives.2018/cur/ -type l

# List all files including their inode numbers for duplicate checks
ls -li /mailacct/imapbox/Maildir/.Archives.2018/cur/
```

### 7. Check the Filesystem Integrity
Even though you mentioned it might not be a filesystem issue, running fsck is always a good precaution:
```sh
# Ensure the filesystem is mounted read-only or unmounted before checking
fsck /dev/<your_device>
```

By performing these tests and comparing outputs from different commands, you can pinpoint the cause of why `du` is failing to count files correctly while other tools like `ls` are not showing any issues. This will help in reproducing the bug and further diagnosing it.","To help diagnose and potentially reproduce this issue, you'll want to perform a series of checks and tests that will help narrow down what might be causing `newfstatat` to stop counting files at a certain point.

### Steps to Reproduce the Bug

1. **Check Filesystem Consistency:**
   - Run a filesystem check on the volume:
     ```bash
     sudo fsck /dev/sdXn  # Replace sdXn with your partition identifier.
     ```

2. **Verify File Permissions and Ownership:**
   - Check the permissions and ownership of the files in the directory:
     ```bash
     ls -lZ /mailacct/imapbox/Maildir/.Archives.2018/cur/
     ```
   
3. **Use `stat` to Inspect Files Individually:**
   - Use `stat` on each file individually to see if there's a problem with one of the files:
     ```bash
     for f in /mailacct/imapbox/Maildir/.Archives.2018/cur/*; do 
         stat ""$f"" || echo ""Error with $f"";
     done
     ```

4. **Check File Descriptors and Limits:**
   - Verify that there are no file descriptor limits being hit:
     ```bash
     ulimit -n
     ```
   
5. **Test `newfstatat` Directly (If Possible):**
   - If you have access to a C compiler, write a simple program using `newfstatat` and see if it reproduces the issue.
     ```c
     #include <stdio.h>
     #include <stdlib.h>
     #include <string.h>
     #include <sys/stat.h>
     #include <fcntl.h>

     int main() {
         DIR *dir;
         struct dirent *entry;
         char path[1024];
         struct stat st;

         dir = opendir(""/mailacct/imapbox/Maildir/.Archives.2018/cur/"");
         if (dir == NULL) {
             perror(""opendir"");
             return EXIT_FAILURE;
         }

         while ((entry = readdir(dir)) != NULL) {
             snprintf(path, sizeof(path), ""/mailacct/imapbox/Maildir/.Archives.2018/cur/%s"", entry->d_name);
             if (newfstatat(AT_FDCWD, path, &st, 0) == -1) {
                 perror(""newfstatat"");
                 continue;
             }
             printf(""%s: %ld\n"", entry->d_name, st.st_size);
         }

         closedir(dir);
         return EXIT_SUCCESS;
     }
     ```
   - Compile and run the program:
     ```bash
     gcc -o test_newfstatat test_newfstatat.c
     ./test_newfstatat
     ```

6. **Check for Large Files:**
   - Sometimes, very large files can cause issues; ensure there aren't any unusually large files in the directory.
     ```bash
     find /mailacct/imapbox/Maildir/.Archives.2018/cur/ -type f -size +500M -print
     ```

7. **Check for Corrupted Files:**
   - Use tools like `file` to check if any files are corrupted:
     ```bash
     for f in /mailacct/imapbox/Maildir/.Archives.2018/cur/*; do 
         file ""$f"";
     done | grep -v ""ASCII text\|data""
     ```

### Additional Checks

- **Check Logs:**
  - Look at system logs for any clues:
    ```bash
    sudo journalctl -xe
    ```
  
- **Use `strace`:**
  - Run the command (or script) with `strace` to see if there are any errors or unusual behavior when it stops counting files.
    ```bash
    strace newfstatat /mailacct/imapbox/Maildir/.Archives.2018/cur/
    ```

### Conclusion

By following these steps, you should be able to gather more information about what might be causing `newfstatat` to stop counting files in the directory. If none of these steps reveal a problem, it may be worth considering if there are any specific interactions with other processes or system settings that could be affecting behavior.",https://bugzilla.redhat.com/show_bug.cgi?id=1674156
1511951,Stepan Broz,2017-11-10T13:36:42Z,2019-01-22T08:56:40Z,CLOSED ERRATA,high,high,Fedora,coreutils,df -l hangs on autofs automounted stale nfs mounts,normal,The df -l command does not perform stat() calls on autofs (or dummy) filesystems.,The df -l command will hang on the stat() call for /mnt/test/test004.,Always,"1. Create an NFS server, test directories and export them (/etc/exports):

    /srv/exports/test001 192.168.122.0/24(ro,root_squash)
    /srv/exports/test002 192.168.122.0/24(ro,root_squash)
    /srv/exports/test003 192.168.122.0/24(ro,root_squash)
    /srv/exports/test004 192.168.122.0/24(ro,root_squash)

2. Create autofs map file ""/etc/autofs.direct"" with direct maps to nfs shares:

    /mnt/test/test001 -ro,root_squash,soft,intr,rsize=8192,wsize=8192 192.168.122.1:/srv/exports/test001
    /mnt/test/test002 -ro,root_squash,soft,intr,rsize=8192,wsize=8192 192.168.122.1:/srv/exports/test002
    /mnt/test/test003 -ro,root_squash,soft,intr,rsize=8192,wsize=8192 192.168.122.1:/srv/exports/test003
    /mnt/test/test004 -ro,root_squash,soft,intr,rsize=8192,wsize=8192 192.168.122.1:/srv/exports/test004

3. Include the ""/etc/autofs.direct"" in ""/etc/auto.master"":

    /- /etc/auto.direct

4. Restart autofs and check for the following entries in /proc/self/mounts:

    /etc/auto.direct on /mnt/test/test001 type autofs (rw,relatime,fd=19,pgrp=7520,timeout=300,minproto=5,maxproto=5,direct,pipe_ino=111441)
    /etc/auto.direct on /mnt/test/test002 type autofs (rw,relatime,fd=19,pgrp=7520,timeout=300,minproto=5,maxproto=5,direct,pipe_ino=111441)
    /etc/auto.direct on /mnt/test/test003 type autofs (rw,relatime,fd=19,pgrp=7520,timeout=300,minproto=5,maxproto=5,direct,pipe_ino=111441)
    /etc/auto.direct on /mnt/test/test004 type autofs (rw,relatime,fd=19,pgrp=7520,timeout=300,minproto=5,maxproto=5,direct,pipe_ino=111441)

5. Mount the autofs mountpoint by e.g. # cd /mnt/test/test004 and verify the fs is mounted (/proc/self/mounts):
    192.168.122.1:/srv/exports/test012 on /mnt/test/test012 type nfs4 (... options trimmed ...)

6. Exit the mountpoint to home directory: # cd
7. Stop the NFS service on the NFS server (# systemctl nfs stop).
8. Perform strace -Tttfvs 4096 df -l","echo ""/srv/exports/test001 192.168.122.0/24(ro,root_squash)"" >> /etc/exports
echo ""/srv/exports/test002 192.168.122.0/24(ro,root_squash)"" >> /etc/exports
echo ""/srv/exports/test003 192.168.122.0/24(ro,root_squash)"" >> /etc/exports
echo ""/srv/exports/test004 192.168.122.0/24(ro,root_squash)"" >> /etc/exports
exportfs -a

echo ""/mnt/test/test001 -ro,root_squash,soft,intr,rsize=8192,wsize=8192 192.168.122.1:/srv/exports/test001"" >> /etc/autofs.direct
echo ""/mnt/test/test002 -ro,root_squash,soft,intr,rsize=8192,wsize=8192 192.168.122.1:/srv/exports/test002"" >> /etc/autofs.direct
echo ""/mnt/test/test003 -ro,root_squash,soft,intr,rsize=8192,wsize=8192 192.168.122.1:/srv/exports/test003"" >> /etc/autofs.direct
echo ""/mnt/test/test004 -ro,root_squash,soft,intr,rsize=8192,wsize=8192 192.168.122.1:/srv/exports/test004"" >> /etc/autofs.direct

echo ""/- /etc/autofs.direct"" >> /etc/auto.master

systemctl restart autofs

cat /proc/self/mounts

cd /mnt/test/test004
mount | grep /mnt/test/test004

cd

systemctl stop nfs

strace -Tttfvs 4096 df -l
","```bash
# Create NFS server and export directories
echo ""/srv/exports/test001 192.168.122.0/24(ro,root_squash)"" >> /etc/exports
echo ""/srv/exports/test002 192.168.122.0/24(ro,root_squash)"" >> /etc/exports
echo ""/srv/exports/test003 192.168.122.0/24(ro,root_squash)"" >> /etc/exports
echo ""/srv/exports/test004 192.168.122.0/24(ro,root_squash)"" >> /etc/exports

# Create autofs map file
echo ""/mnt/test/test001 -ro,root_squash,soft,intr,rsize=8192,wsize=8192 192.168.122.1:/srv/exports/test001"" > /etc/auto.direct
echo ""/mnt/test/test002 -ro,root_squash,soft,intr,rsize=8192,wsize=8192 192.168.122.1:/srv/exports/test002"" >> /etc/auto.direct
echo ""/mnt/test/test003 -ro,root_squash,soft,intr,rsize=8192,wsize=8192 192.168.122.1:/srv/exports/test003"" >> /etc/auto.direct
echo ""/mnt/test/test004 -ro,root_squash,soft,intr,rsize=8192,wsize=8192 192.168.122.1:/srv/exports/test004"" >> /etc/auto.direct

# Include the autofs map file in auto.master
echo ""/- /etc/auto.direct"" >> /etc/auto.master

# Restart autofs service (command may vary depending on system)
systemctl restart autofs

# Mount the autofs mountpoint
cd /mnt/test/test004

# Stop the NFS service on the NFS server
systemctl stop nfs

# Perform strace to reproduce the bug
strace -Tttfvs 4096 df -l
```","touch /etc/auto.direct
echo '/mnt/test/test001 -ro,root_squash,soft,intr,rsize=8192,wsize=8192 192.168.122.1:/srv/exports/test001' > /etc/auto.direct
echo '/mnt/test/test002 -ro,root_squash,soft,intr,rsize=8192,wsize=8192 192.168.122.1:/srv/exports/test002' >> /etc/auto.direct
echo '/mnt/test/test003 -ro,root_squash,soft,intr,rsize=8192,wsize=8192 192.168.122.1:/srv/exports/test003' >> /etc/auto.direct
echo '/mnt/test/test004 -ro,root_squash,soft,intr,rsize=8192,wsize=8192 192.168.122.1:/srv/exports/test004' >> /etc/auto.direct
echo '/- /etc/auto.direct' > /etc/auto.master
systemctl restart autofs
cd /mnt/test/test004
cd
systemctl stop nfs
strace -Tttfvs 4096 df -l","None

The provided bug description includes a set of steps that would be necessary to configure and test the issue in a real environment, but it does not provide a direct command or test case to reproduce the bug without setting up an NFS server, configuring autofs maps, and other preparatory actions. Therefore, we cannot provide a single command or test case to directly reproduce the bug as described.",https://bugzilla.redhat.com/show_bug.cgi?id=1511951
1634045,Dustin Black,2018-09-28T14:37:41Z,2019-01-10T12:07:38Z,CLOSED NOTABUG,unspecified,unspecified,Fedora,coreutils,"bash built-in printf errors on float values with locales using ',' for radix character",normal,"1,200,000","-bash: printf: 1.2: invalid number
0,000000",Always,LC_NUMERIC=de_DE.UTF-8 printf %f 1.2,LC_NUMERIC=de_DE.UTF-8 printf %f 1.2,"```bash
LC_NUMERIC=de_DE.UTF-8 printf %f 1.2
LC_NUMERIC=de_DE.UTF-8 /usr/bin/printf %f 1.2
LC_NUMERIC=de_DE.UTF-8 printf %f 1,2
LC_NUMERIC=de_DE.UTF-8 /usr/bin/printf %f 1,2
```",LC_NUMERIC=de_DE.UTF-8 printf %f 1.2,LC_NUMERIC=de_DE.UTF-8 printf %f 1.2,https://bugzilla.redhat.com/show_bug.cgi?id=1634045
1649774,Mat Booth,2018-11-14T13:42:46Z,2018-11-28T08:26:06Z,CLOSED WORKSFORME,unspecified,low,Fedora,coreutils,broken URL in install(1) man page,normal,,broken links in manpages for coreutils,,$ man install,man install,"man install
wget https://www.gnu.org/software/coreutils/install || echo ""404 error""",man install,,https://bugzilla.redhat.com/show_bug.cgi?id=1649774
199066,Russell Coker,2006-07-16T21:13:40Z,2018-11-27T19:46:28Z,CLOSED RAWHIDE,medium,medium,Fedora,coreutils,su -c does not need to call setsid() when target is root,normal,,"The attached patch makes ""su root -c command"" not call setsid() and also gives 
a command-line option -C which does the same as -c but doesn't call setsid() ",Always,,"su root -c ""command""",,,,https://bugzilla.redhat.com/show_bug.cgi?id=199066
1635899,Laura Pardo,2018-10-03T20:57:38Z,2018-10-30T17:24:48Z,CLOSED ERRATA,low,low,Fedora,coreutils,CVE-2018-17942 coreutils: gnulib: heap-based buffer overflow in convert_to_decimal function in vasnprintf.c [fedora-all],,,,,,,,,,https://bugzilla.redhat.com/show_bug.cgi?id=1635899
1637531,ricky.tigg,2018-10-09T12:35:09Z,2018-10-10T11:24:58Z,CLOSED NOTABUG,unspecified,low,Fedora,coreutils,Correct form regarding part of the output,normal,one space mark is enough and then appropriate.,two space marks between output expressions.,Always,execute 'ls'; model,ls,,,,https://bugzilla.redhat.com/show_bug.cgi?id=1637531
1611211,Maryna Nalbandian,2018-08-02T08:05:36Z,2018-08-13T14:27:09Z,CLOSED NOTABUG,medium,medium,Fedora,coreutils,Man page scan results for coreutils,,,,,"1. Download man-page-day from:

    https://pagure.io/ManualPageScan/blob/master/f/man-page-day.sh

2. Run the script:
    $ ./man-page-day.sh coreutils",./man-page-day.sh coreutils,,,,https://bugzilla.redhat.com/show_bug.cgi?id=1611211
1598518,Florian Weimer,2018-07-05T17:25:35Z,2018-07-10T14:25:37Z,CLOSED RAWHIDE,unspecified,unspecified,Fedora,coreutils,coreutils: glibc about to add slightly incompatible renameat2 function,,,,,,,,,,https://bugzilla.redhat.com/show_bug.cgi?id=1598518
1596183,ricky.tigg,2018-06-28T11:52:32Z,2018-06-28T13:57:49Z,CLOSED UPSTREAM,unspecified,low,Fedora,coreutils,"Conversions' results from data-storage values displayed as 1024-blocks into values in bits, do not match real sizes.",normal,df's outputs to be similar to the ones resulting from the 'lsblk' command – here 161 052 884 992 bits–,1024 * 153 761 232 = 157 451 501 568 bits; result does not match the real size which is illustrated as output from the 'lsblk' command.,,"$ LANG=C df -P
Filesystem                    1024-blocks  Used    Available Capacity Mounted on
(...)
/dev/mapper/fedora--live-root 153761232    6048548 139832392 5%       /",LANG=C df -P,"```bash
LANG=C df -P
lsblk -b
```","LANG=C df -P
lsblk -b",,https://bugzilla.redhat.com/show_bug.cgi?id=1596183
1303456,Bob Gustafson,2016-01-31T21:45:52Z,2018-06-28T13:57:49Z,CLOSED UPSTREAM,unspecified,medium,Fedora,coreutils,dd byte count report does not correlate with df byte count report,normal,"I would think that the sizes reported by dd and df would be comparable, but they are not.",the count given by the dd copies don't match,Always,"1. create raid 1 pair
2. copy a 3rd single disk partition to a raid1 pair lvm partition
3. do df and compare results.","dd if=/dev/fedora/root of=/dev/fedora23/root
dd if=/dev/fedora/home of=/dev/fedora23/home

df -h","```bash
# Create two LVM volumes (fedora and fedora23)
lvcreate -n swap -L 15G fedora
lvcreate -n home -L 865G fedora
lvcreate -n root -L 50G fedora
lvcreate -n swap -L 15G fedora23
lvcreate -n home -L 1750G fedora23
lvcreate -n root -L 50G fedora23

# Create some data on the source partitions
dd if=/dev/zero of=/dev/fedora/root bs=1M count=26000
dd if=/dev/zero of=/dev/fedora/home bs=1M count=57000

# Copy data from source to target using dd
dd if=/dev/fedora/root of=/dev/fedora23/root
dd if=/dev/fedora/home of=/dev/fedora23/home

# Compare the sizes reported by dd and df
df -h /dev/fedora/root
df -h /dev/fedora23/root
df -h /dev/fedora/home
df -h /dev/fedora23/home

# Mount the target partitions to verify the actual data size
mkdir /mnt/rootn /mnt/homen
mount /dev/fedora23/root /mnt/rootn
mount /dev/fedora23/home /mnt/homen

du -h /mnt/rootn | tail -1
du -h /mnt/homen | tail -1
```","None

The provided information indicates a discrepancy between the data copied using `dd` and the actual space used on the filesystems as reported by `df`. However, there is no specific coreutils command that can be isolated from this scenario to directly reproduce the described issue. The commands given are part of a broader process involving RAID setup and LVM partition management which cannot be simply reduced to a single or set of coreutils commands for reproduction purposes without additional context or environment specifics.",,https://bugzilla.redhat.com/show_bug.cgi?id=1303456
1594812,ricky.tigg,2018-06-25T12:57:36Z,2018-06-26T07:40:13Z,CLOSED NOTABUG,unspecified,low,Fedora,coreutils,System language set and system default language mixed in an stderr output stream.,normal,No mixing of language. Otput uniform in Finnish when available.,"Test case: Finnish as System language – Enter a non-existent path:
$ ls -l /var/lib/libvirt/pictures/
ls: tiedostoa '/var/lib/libvirt/pictures/' ei voi käsitellä: No such file or directory",Always,"$ ls -l /var/lib/libvirt/pictures/
","ls -l /var/lib/libvirt/pictures/
","```bash
export LANG=fi_FI
ls -l /var/lib/libvirt/pictures/
```",ls -l /var/lib/libvirt/pictures/,ls -l /var/lib/libvirt/pictures/,https://bugzilla.redhat.com/show_bug.cgi?id=1594812
1591152,ricky.tigg,2018-06-14T07:44:45Z,2018-06-14T09:08:49Z,CLOSED NOTABUG,unspecified,low,Fedora,coreutils,Some ls commands aiming to produce identical results produce different outputs.,normal,Output resulting from 'ls -l /usr/bin | grep waterfox' to be identical to the once resulting from 'ls -l `find /usr/bin -maxdepth 1 -type l -print` | grep waterfox'.,"$ ls -l /usr/bin | grep waterfox
lrwxrwxrwx. 1 root root          28 Jun 13 22:14 waterfox -> /usr/local/waterfox/waterfox

$ ls -l `find /usr/bin -maxdepth 1 -type l -print` | grep waterfox
lrwxrwxrwx. 1 root root 28 Jun 13 22:14 /usr/bin/waterfox -> /usr/local/waterfox/waterfox",Always,"$ ls -l /usr/bin | grep waterfox
$ ls -l `find /usr/bin -maxdepth 1 -type l -print` | grep waterfox","ls -l /usr/bin | grep waterfox
ls -l `find /usr/bin -maxdepth 1 -type l -print` | grep waterfox","```bash
mkdir -p /usr/local/waterfox
touch /usr/local/waterfox/waterfox
ln -s /usr/local/waterfox/waterfox /usr/bin/waterfox
ls -l /usr/bin | grep waterfox
ls -l `find /usr/bin -maxdepth 1 -type l -print` | grep waterfox
```","ls -l /usr/bin | grep waterfox
ls -l `find /usr/bin -maxdepth 1 -type l -print` | grep waterfox",,https://bugzilla.redhat.com/show_bug.cgi?id=1591152
1591002,Marcin Juszkiewicz,2018-06-13T21:33:42Z,2018-06-13T21:45:53Z,CLOSED DUPLICATE,unspecified,unspecified,Fedora,coreutils,User lost all groups?,normal,"23:28 (3s) hrw@puchatek:~$ whoami; id
hrw
uid=1000(hrw) gid=1000(hrw) grupy=1000(hrw),10(wheel),11(cdrom),18(dialout),63(audio),100(users),135(mock),1001(vboxusers),986(wireshark),960(libvirt),1003(docker)
23:28 (0s) hrw@puchatek:~$ ","23:28 (3s) hrw@puchatek:~$ whoami; id; id hrw; sudo id hrw
hrw
uid=1000(hrw) gid=1000(hrw) grupy=1000(hrw) kontekst=unconfined_u:unconfined_r:unconfined_t:s0-s0:c0.c1023
uid=1000(hrw) gid=1000(hrw) grupy=1000(hrw),10(wheel),11(cdrom),18(dialout),63(audio),100(users),135(mock),1001(vboxusers),986(wireshark),960(libvirt),1003(docker)
uid=1000(hrw) gid=1000(hrw) grupy=1000(hrw),10(wheel),11(cdrom),18(dialout),63(audio),100(users),135(mock),1001(vboxusers),986(wireshark),960(libvirt),1003(docker)
23:28 (0s) hrw@puchatek:~$ ",Always,$ whoami; id; id hrw; sudo id hrw,whoami; id; id hrw; sudo id hrw,whoami; id; id hrw; sudo id hrw,"None

The bug described involves an issue with group access not being correctly recognized after logging in, which affects the `pulseaudio` service and possibly other applications. The problem seems related to how the user's group memberships are handled upon login rather than an issue directly reproducible through coreutils commands alone. Since the provided description does not offer a specific command or test case that can reproduce this exact behavior with just `coreutils`, the response is ""None"".",,https://bugzilla.redhat.com/show_bug.cgi?id=1591002
1537070,Kai Engert (:kaie) (inactive account),2018-01-22T11:37:06Z,2018-06-11T19:10:47Z,CLOSED WORKSFORME,unspecified,unspecified,Fedora,coreutils,Create coreutils sub-package that contains ln and doesn't depend on openssl-libs,,,,,,,,,,https://bugzilla.redhat.com/show_bug.cgi?id=1537070
1577872,Rafal Luzynski,2018-05-14T10:19:33Z,2018-06-06T08:54:50Z,CLOSED ERRATA,unspecified,unspecified,Fedora,coreutils,"Apply upstream fixes for ""ls"" and ""date""",normal,"ls -l should have enough space to display the full abbreviated month name: ""de març"", ""de maig"", ""de juny"", ""de jul."" (yes, if the name of a month is short it is not abbreviated).

date should display the name of the current month, in all languages. If a language needs multiple grammar forms of a month name then the form appropriate when displaying a month standalone should be used (this usually means a nominative case)","If the current directory contains files last updated in March, May, June or July (any year) then ""ls -l"" in Catalan displays the month name as ""de ma"" which is ambiguous. The same problem may also appear in other languages.

The date command displays:

%OB",Always,"1. Open a text console (Terminal, xterm, konsole, text mode)
2. Execute the command:

LC_ALL=ca_ES.utf8 ls -l

3. Execute the command:

date ""+%OB""","LC_ALL=ca_ES.utf8 ls -l
date ""+%OB""","```bash
LC_ALL=ca_ES.utf8 ls -l
date ""+%OB""
```","LC_ALL=ca_ES.utf8 ls -l
date ""+%OB""","LC_ALL=ca_ES.utf8 ls -l
date ""+%OB""",https://bugzilla.redhat.com/show_bug.cgi?id=1577872
1582165,ricky.tigg,2018-05-24T12:14:27Z,2018-05-28T13:21:10Z,CLOSED WONTFIX,unspecified,low,Fedora,coreutils,"Enhancements – Accuracy, Documentation, Conventions, Basic units of measure",,,,,,,,,,https://bugzilla.redhat.com/show_bug.cgi?id=1582165
